title,company,location,type,links,description,company_link,comp_logo_link
Production Engineer - Plastic Field,Red Sea Pipes ,"6th of October, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/I43q2rsNxBqj-Production-Engineer---Plastic-Field-Red-Sea-Pipes-Giza-Egypt?o=17&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Study the production capacity of all machines and follow up their implementation and their suitability with the production plan drawn up from the planning department approved by Production manager, study any deviation from expected production, monitor problems related to the product, machine, or workers, and make the necessary reports accordingly.', 'Follow up the implementation of work orders in accordance with the plan approved by the Production Department', 'Preparing production reports that contain operating and stopping rates, optimum performance rates for machines and analyzing operating conditions.', 'Studying the scrap ratios and analyzing them and any deviation in the expected production rates according to the prior plan and compatible with the performance of the machines.', 'Continue implementation of pre-planned preventive (mechanical - electrical) maintenance plans approved by the Production and Maintenance Department and submit a report and study', 'Comprehensive of malfunctions during operation and suggest solutions for that.', 'Providing supervisors and technicians with the information necessary to raise their technical and administrative competence.', 'Creating a database for each equipment separately, including a record of faults, maintenance expenses and spares used as a spatial financial center.', 'Working a complete operating system to know the efficiency of the lines on different sizes, explaining in a table showing the preference of each machine according to each size. To arrange', 'Descending according to preference and problems of some machines on some sizes, in coordination with the production manager.', 'Coordination with the production manager in determining the needs of the department of equipment and tools that help in developing the work of the department and preparing a report accordingly.', 'Learn about the sources of food and its control points (electricity / water / compressed air / cooling).', 'Monitor the state of the molds before and after operation, organize, arrange, and code them according to type and size, and participate in the inventory procedures for pumps.', 'Follow health and safety standards, and industrial safety and occupational safety instructions.', 'Preparing reports and drawings for new molds, whether in the drawing or injection department.', 'The incumbent of this position is responsible for maintaining documents and confidential information.', ""Show his concept of rewards and penalties for the department's employees and under his presidency to his immediate boss.""]",https://wuzzuf.net/jobs/careers/Red-Sea-Pipes-Egypt-51168,https://images.wuzzuf-data.net/files/company_logo/Red-Sea-Pipes-Egypt-51168-1578611720.png
Data Scientist “Mathematics/Physics”,Dafa,"Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/bRZ7uIbexSQa-Data-Scientist-“MathematicsPhysics”-Dafa-Cairo-Egypt?o=18&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['We are looking for someone with 7-10 years of experience mining/manipulating data sets and building statistical models, has a Master’s or PHD in Physics/Statistics, Mathematics, Computer Science or another quantitative field.', 'Job Description', 'Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.', 'Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.', 'Assess the effectiveness and accuracy of new data sources and data gathering techniques.', 'Develop custom data models and algorithms to apply to data sets.', 'Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.', 'Develop company A/B testing framework and test model quality.', 'Coordinate with different functional teams to implement models and monitor outcomes.', 'Develop processes and tools to monitor and analyze model performance and data accuracy.']",https://wuzzuf.net/jobs/careers/Tarseya-Egypt-76749,https://images.wuzzuf-data.net/files/company_logo/Dafa-Egypt-76749-1662034171.png
Senior C++ Software Developer,Luxoft (A DXC Technology Company),"Cairo, Egypt","['Full Time', 'Work From Home']",https://wuzzuf.net/jobs/p/oguf9nA5ux2T-Senior-C-Software-Developer-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=19&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Luxoft is one of the major software services companies world-wide.', 'We deliver professional software services in multiple business verticals such as finance, automotive, and digital transformation.', ""Supporting large vehicle manufacturers in the area of development, production and aftersales is Luxoft's ambition."", 'The software inside a vehicle was traditionally expected to be a very controlled and self-contained environment.', 'Equipping cars with perception and machine intelligence changes a lot in the overall picture of the vehicle manufacturer.', ""Luxoft's goal is to empower our customers, with deep domain knowledge and smart solutions, to develop cars of the future. Great mechanical engineering is not the only criteria anymore for delivering the best cars in the world."", 'Using state of the art software technologies are key to provide the requested user experience.', 'For the development of the next generation of ADAS (Advanced Driver Assistance Systems) and HAD\xa0(Highly Automated Driving) functions for a major German OEM, we are looking for talented C++ Developers (m/f/d).', 'Join our team of enthusiastic and experienced software developers and develop software for an entire driver assistance area of future vehicles of a renowned German automotive manufacturer.', 'Develop challenging features that will be used on a daily basis by millions of drivers once the next generation of vehicles hits the roads starting 2025.']",https://wuzzuf.net/jobs/careers/Luxoft--A-DXC-Technology-Company--Egypt-74664,https://images.wuzzuf-data.net/files/company_logo/Luxoft--A-DXC-Technology-Company--Egypt-74664-1645704102.png
Data Engineer,Cilantro,"Maadi, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/Vd4JAvFk3kzv-Data-Engineer-Cilantro-Cairo-Egypt?o=20&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['ETL maintenance for data freshness and maximum warehouse uptime', 'Integrate new data sources to ETL', 'Build monitoring dashboards for data delivery and quality', 'Data platform infrastructure maintenance and expansion when necessary', 'Adapting and evolving the data platform based on business requirements', 'Support in analytical dashboards creation and interfaces for stakeholders', 'Support in analytical tools development and maintenance']",https://wuzzuf.net/jobs/careers/Cilantro-Egypt-69955,https://images.wuzzuf-data.net/files/company_logo/Cilantro-Egypt-69955-1638611455.jpg
Pre Sales Engineer,BBI-Consultancy,"Nasr City, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/u1urm1uxMT3j-Pre-Sales-Engineer-BBI-Consultancy-Cairo-Egypt?o=21&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Technical Consultancy.', 'New Technology Exploration, whether an entirely new product or new modules of already existing products.', 'Conduct Online Webinars.', 'Develop Proof of Concepts (PoCs) for customers.', 'Develop and present Demos Solution Offerings.', 'Participate in creating BBI’s solution offerings.', 'Research different sectors’ best practices and latest trends.', 'Work with different BBI teams to combine the sectors’ knowledge with the technology knowledge to create solutions offerings.', 'Technical Partner Engagement.', 'Handle Knowledge Transfer between BBI’s partners & BBI teams.', 'Discuss and learn Architecture Guidelines & Licensing Guides from BBI’s Partners.', 'Collaborate with partners on replying to customers’ Compliance Matrices.', 'Design & Develop Add-ons on partner’s products.', 'Create Sales Toolkit.', 'Create Ready-Made Demos for other commercial team members to use, including writing the scenario, developing the demo and creating a demo script, the ready-made demos should be categorized as follows:', 'By Function', 'By Sector', 'Create Video Recordings of the Demos/Products.', 'Click Through Demos.', 'Create ready-made Presentations to cover different functions/sectors/products.', 'Proactive Customer Engagement.', 'Creating The need (Presenting Introductory Presentation).', 'Presenting Demos.', 'Gathering & Validating Requirements.', 'Assessing RFPs.', 'Sending Clarifications to customers if needed.', 'Design Solution Architecture.', 'Validate Estimations provided from the technical team.', 'Proposal Writing.']",https://wuzzuf.net/jobs/careers/BBI-Consultancy-Egypt-1113,https://images.wuzzuf-data.net/files/company_logo/BBI-Consultancy-Egypt-1113-1518334605.png
Senior Full Stack Developer,Fotopia,"Heliopolis, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/pGDmZqGrStaN-Senior-Full-Stack-Developer-Fotopia-Cairo-Egypt?o=22&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['We are growing and if you believe you have the right startup mindset for an aggressive growth roadmap, check the job description below and apply.', 'We are looking for a Senior Full Stack Engineer who has working experience with modern and cutting-edge technologies including AI and Machine Learning. We would like you to lead and coach a team of highly skilled developers in building state of the art technologies and software products, using tools such as Angular, React, JavaScript, Python, MongoDB, Docker, .NET framework as detailed below.', 'Solid knowledge and experience in React, TypeScript, HTML5, CSS3, Bootstrap.', 'Solid experience with both RDBMS and NoSQL databases (MS SQL Server & MongoDB).', 'Solid experience with C#.NET, ASP.NET MVC, .NET core & Microsoft Development Tools.', 'Solid Experience in object-oriented programming & software design patterns.', 'Fair knowledge of Phyton, AI, machine learning concepts is plus.', 'Fair experience in Microsoft Azure, at least App Services and Azure Storage is plus.', 'Fair knowledge of Azure DevOps, deploying and automating CI/CD pipelines across multiple environments is plus.', 'Good knowledge of Docker or Kubernetes is a plus.']",https://wuzzuf.net/jobs/careers/Fotopia-Egypt-31214,https://images.wuzzuf-data.net/files/company_logo/14915161746315ac1851e2e.png
Application Support Engineer,Caelum Egypt,"Dokki, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/KUwPA59hbawv-Application-Support-Engineer-Caelum-Egypt-Giza-Egypt?o=23&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Provide 1st & eventually 2nd level (after good training on company products) support for production issues across multiple applications, including problem identification, definition and implementation of short-term work around and coordination of long term software solution with business analysis and development team.', 'Setup, configure and maintain monitoring for the deployed systems', 'Maintain the company knowledge base related to deployment of new applications and resolutions for known issues', 'Write internal administration guides for the applications and trains the staff in case of new deployment processes are introduced', 'Install and configure clients’ environments on request - onsite or offsite', 'Perform advances investigation of issues including network troubleshooting', 'Diagnose and resolve day-to-day live system issues in timely manner based on their severity', 'Clear understanding of software development lifecycle methodologies and documentation standards', 'Maintain ongoing communication with end-users, business analysts, QA team, and development team on reported issues', 'Coordinate, Review and respond to system audit alerts in a timely manner', 'Ability to write, modify, and execute SQL queries for SQL database', ""Configuration of local machines to clone client's production environment for troubleshooting reported issues"", 'Effectively record and monitor progress of all issues raised, providing feedback to the business users as required', 'Liaise with other support/development teams to resolve cross system issues', 'Maintain application support documentation', 'Test configuration changes in a test environment prior to pushing into production', 'Design and support application reports', 'Maintain confidentiality with regard to the information being processed, stored or accessed', 'Read and recognize the function of SQL queries to perform troubleshooting related to application changes and releases']",https://wuzzuf.net/jobs/careers/Caelum-Middle-East-Egypt-3522,https://images.wuzzuf-data.net/files/company_logo/Caelum-Middle-East-Egypt-3522-1612259033.jpg
Odoo Developer & Pre-Sales Specialist,Elitbuzz,"Maadi, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/n5RwrIqBcIRZ-Odoo-Developer-Pre-Sales-Specialist-Elitbuzz-Cairo-Egypt?o=24&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Implement Odoo ERP for different client verticals-', 'Design/Configure/Customize/Integrate/Test/Deploy Odoo System based on client requirements & project scope by meeting the project deadlines.', 'Design & develop new modules, workflows, reports, APIs etc.', 'Coordination with Project Manager/Business Analyst/Junior developers/client and ensure the successful implementation of all client projects on time.', 'Takes higher ownership for tasks and duties assigned.', 'Guide & mentor Junior Developers whenever required. Assign project tasks & track activities of team members.', 'Build prototypes at scoping stage of projects to support Presales team.', 'Setup, maintain & monitor Odoo servers -Cloud & On-premise.', 'Manage source control such as GITLAB.', 'Odoo database & modules migration', 'Integrate Odoo with other software applications.', 'Responsible to deliver multiple projects parallelly.', 'Support & execute project tasks with onsite/offshore team members.', 'Post implementation support']",https://wuzzuf.net/jobs/careers/Elitbuzz-Egypt-79252,https://images.wuzzuf-data.net/files/company_logo/175739916962a6f34008a36.png
Production Engineer - Rodniture Furniture,Metal & Steel Innovation,"Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/YM6dYzQJuptV-Production-Engineer---Rodniture-Furniture-Metal-Steel-Innovation-Cairo-Egypt?o=25&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['The applicant must have meaningful experience in furniture design/engineering, high attention to detail, and strong leadership and communication skills. Sketching/drafting skills and CAD proficiency are a plus.', 'Preference is given to candidates with business/entrepreneurial experience.', 'Review order acknowledgments and monitor production progress; report to sales reps in weekly PM meetings.', 'Review technical drawings for accuracy and get factory and client’s approval of designs.', 'Oversee site measurements and installation of custom furniture as needed.', 'Conduct physical inspections of factories and furniture whenever possible.', 'Coordinate freight forwarders, warehouses, and local delivery companies to ensure orders are handled properly and delivered on time.', 'Coordinate service providers to correct mistakes/damages as quickly as possible.', 'Process claims/chargebacks against vendors as appropriate.', 'Initiate programs and operate CNC for best quality output.', 'Read and interpret plans, sketches, and shop drawings.', 'Work with designers and management to achieve customer satisfaction.', 'Maintain a high level of production while maintaining quality.', 'Responding to quick turn-around orders.', 'Manage the overall daily production activities including (production planning, scheduling, quality assurance, budgeting, etc…)', 'Assess projects and resources requirements and demands.']",https://wuzzuf.net/jobs/careers/KSG-Egypt-24814,https://images.wuzzuf-data.net/files/company_logo/Metal---Steel-Innovation-Egypt-24814-1578263903.png
Data Labeler,Micro Engineering,"Heliopolis, Cairo, Egypt","['Full Time', 'Shift Based']",https://wuzzuf.net/jobs/p/uMrqG5Nup6vp-Data-Labeler-Micro-Engineering-Cairo-Egypt?o=26&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Label machine learning data from clients', 'Complete tasks in a timely manner, meeting SLA deadlines', 'Do post-process audits and write error reports on data and tasks', 'Work in-sync with Team Leads to meet weekly goals']",https://wuzzuf.net/jobs/careers/MEEG-Egypt-16608,https://images.wuzzuf-data.net/files/company_logo/Micro-Engineering-Egypt-16608-1609868488.png
Sales Engineer,IBIS SUPPLIES ,"New Cairo, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/OGmIKXvVKaKO-Sales-Engineer-IBIS-SUPPLIES-Cairo-Egypt?o=27&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Creating new accounts of customers, maintain and develop', 'Achieving ethically and professionally the targets and hit rate of pipeline', 'Seeking for available opportunities to expand the pipeline, and deep follow up for increasing hit rate and meet the budget', 'Provide necessary support to the executive manager; information, data and any required', 'Feedback.Perform all the necessary typing and editing of memos, e-mail correspondence and follow up.', 'Operate, carefully and efficiently, a variety of standard office machine, including personal', 'Computer and a variety of computer software, phone, fax, calculator, Photocopy machine.', 'Maintain regular consistent and professional attendance, punctuality, personal appearance and', 'Full awareness of relevant health and safety procedures.', 'Establish and maintains efficient, effective, reliable and friendly communication channel with customers, suppliers, Co-workers, supervisors and other colleagues.', 'Respond positively and diligently to colleagues’ requests and contribute to company strategy and', 'Policy- making as required.']",https://wuzzuf.net/jobs/careers/Abees-Egypt-81445,https://images.wuzzuf-data.net/files/company_logo/IBIS-SUPPLIES-Egypt-81445-1661695292.png
Artificial Intelligence (AI) Engineer,Confidential,"Riyadh, Saudi Arabia",['Full Time'],https://wuzzuf.net/jobs/p/DH9EDOqivogn-Artificial-Intelligence-AI-Engineer-Riyadh-Saudi-Arabia?o=28&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Develops required machine learning models or prototype applications, applying formulated AI recipes and verifying the problem/solution fit.', 'Understands the challenges in medical imaging and using state of the art solutions in AI and DL.', 'Participates in building new experiences, improves existing products, ensures quality assurance test designs and contributes to test systems architecture discussions.', 'Works alongside leading innovators in the field of deep learning and health care, plays a critical role in algorithm development.', 'Analyzes and evaluates data and builds deep networks to detect or predict features, while effectively balancing quality, availability, timeliness and cost factors.']","Link not found, the company prefer to keep its name hidden!!","Logo not found, the company prefer to keep its name hidden!!"
Senior Python / Django Developer,RDI,"Dokki, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/4yZylKxIEYZb-Senior-Python-Django-Developer-RDI-Giza-Egypt?o=29&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Participating in architectural, design and product discussions.', 'Working closely with UX and Front-end Developers.', 'Develop cloud-based Python Django software products.', 'Designing and creating RESTful APIs for internal and partner consumption.', 'Writing reusable, testable, and efficient code.']",https://wuzzuf.net/jobs/careers/RDI-Egypt-5083,https://images.wuzzuf-data.net/files/company_logo/RDI-Egypt-5083-1579615010.png
Business Analyst,Streams,"Dokki, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/05lt0ngOGaBW-Business-Analyst-Streams-Giza-Egypt?o=30&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Prepares detailed analysis documents with defined and appropriate techniques for functional and non-functional requirements.', 'Develops innovative solutions for customers’ requirements and participates in the lifecycle development process of product definition through design, development, test, release, and maintenance.', 'Works with the technology and business groups to define project specifications.', 'Develops tools and frameworks and enhances the efficiency of the development, test, and release processes.', 'Supports developers and QC engineers by clarifying requirements or business concerns generated anytime within the lifecycle development process.', 'Communicates effectively with product owners’ insights and supports cross-functional team members and management.', 'Delivers daily status reports to the department manager.', 'Collaborates and communicates proactively with clients and internal teams to analyze functional requirements and the appropriate project scope according to business needs.', 'Translates complex business, functional and technical requirements into detailed work tasks and prepares project scope statements.', 'Develops requirement specifications according to standard templates.', 'Reviews the documents with the direct manager and the technical team, before finalizing and versioning it.']",https://wuzzuf.net/jobs/careers/Streams-Egypt-23121,https://images.wuzzuf-data.net/files/company_logo/Streams-Egypt-23121-1639400513.png
Microsoft CRM Developer,Perfect Presentation,"6th of October, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/UgmGJrgTlj3j-Microsoft-CRM-Developer-Perfect-Presentation-Giza-Egypt?o=31&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Writing and documenting the technical specifications and requirements for the planned work from the application consultant ·', 'Create and maintain a scheme to support system requirements and adherence to Al Majed for Oud standards, policies, and procedures ·', 'Develop software and identify and resolve website errors on Microsoft Dynamics to improve user experience · Building plans for integrating Dynamics with systems and external resources using SOAP, XML, and REST APIs along with various integration patterns. ·', 'Configure and customize Microsoft Dynamics 365 applications using native and custom forms, entities, plug-ins (JavaScript, C#), Microsoft Flows, X++, .NET, PowerBI, PowerApps, Azure IoT Suite, AppSource, third-party applications, and Azure Machine Learning, SSRS Reports ·', 'Design technical solutions that support the exchange of channels that serve as the basis for the introduction of routed data throughout the application ·', 'Ensure that all solutions are lightweight scalable, completely secure and designed with an appropriate level of quality ·', 'Plan and implement system developments, and provide updates on a regular basis to internal and external clients', '• Follow all relevant policies, processes, standard operating procedures and instructions and ensure work is carried out in a controlled and consistent manner ·', '• Contribute to the identification of opportunities for continuous improvement of systems, processes and practices, taking into account leading practices, improvement of business processes, cost reduction and productivity improvement ·', '• Promote the implementation and adherence to relevant policies, processes and operating procedures to others']",https://wuzzuf.net/jobs/careers/PERFECT-PRESENTAION-Egypt-10124,https://images.wuzzuf-data.net/files/company_logo/PERFECT-PRESENTAION-Egypt-10124.png
Junior Innovation Hub Engineer,Nile University,"6th of October, Giza, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/qYW54OyBPWgd-Junior-Innovation-Hub-Engineer-Nile-University-Giza-Egypt?o=32&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Assist lab visitors with technical support.', 'Provide lab visitors with required materials and tools.', 'Organize the use of lab facility.', 'Maintain lab machines regularly.', 'Assist researchers with their experimental work.', 'Plan the lab’s future needs and requirements.', 'Cooperate with industry partners who develop prototypes using lab facilities.', 'Organize Competitions for undergraduates that promotes their technical knowledge.', 'Supports the university’s startups through prototyping and logistics.', 'Assist in ongoing project’s in the University’s Campus.', 'Develop documents that is for communication with other departments.', 'Participate in the moderation of the innovation hub Facebook page.', 'Proactively joins ongoing research projects.']",https://wuzzuf.net/jobs/careers/Nile-University-Egypt-30674,https://images.wuzzuf-data.net/files/company_logo/Nile-University-Egypt-30674-1517751129.png
Computer Vision Engineer,Edentech,"Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/tnGaZ4tOLsAU-Computer-Vision-Engineer-Edentech-Cairo-Egypt?o=33&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Maintain our computer vision libraries', 'Explore and analyze video and images through image processing', 'Implement various segmentation techniques.', 'Research, develop, evaluate and optimize various computer vision and deep learning models for \xa0 \xa0different problems.', 'Communicate with other teams to gather requirements', 'Create unit tests, documentation, and examples for the maintained libraries']",https://wuzzuf.net/jobs/careers/Edentech-Egypt-78060,https://images.wuzzuf-data.net/files/company_logo/2104676957628cb3e35a6ab.png
Senior Data Engineer,Edentech,"Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/egXP5qBhk2WO-Senior-Data-Engineer-Edentech-Cairo-Egypt?o=34&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['We address Data at Eden tech as a top priority for driving success into various functions adapting our heterogenous datasets to formulate data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full data infrastructure developing, maintaining, and testing for data generation. Data Engineer has a deep expertise in building large-scale data processing systems by using the latest database and data processing technologies.', 'We are looking for a savvy Data Engineer to join our growing team of analytics experts. Excited to be responsible for building and expanding our data pipeline architecture, as well as optimizing data flow and collection for cross functional teams.', 'The ideal candidate enjoys optimizing data systems and building them from the ground up.', 'The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. striving for operational excellence along with igniting innovative ideas hidden in large data sets and working with stakeholders to improve business outcomes.', 'Create and maintain, with the team, an optimal data pipeline architecture. Build, deploy, and maintain distributed data analytics systems using Hadoop/Spark, Python, Java , Go , Scala, and C/C++', 'Assemble large, complex data sets that meet functional / non-functional requirements.', 'Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.', 'Build the infrastructure required for optimal loading of data from a wide variety of data sources using SQL and big data technologies.', 'Work with stakeholders including the Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.', 'Identify gaps and improve the platform’s quality, robustness, and speed', 'Meet customer requirements in terms of availability, reliability, functionality, and performance']",https://wuzzuf.net/jobs/careers/Edentech-Egypt-78060,https://images.wuzzuf-data.net/files/company_logo/2104676957628cb3e35a6ab.png
Product Manager,Fab-Minds,"Sheraton, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/Unfr3QORYOo9-Product-Manager-Fab-Minds-Cairo-Egypt?o=35&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Build and own a vision, strategy and multi quarter road map.', 'Break the vision into epics and stories, prioritize and own the backlog of the dedicated team.', 'Managing and prioritizing the product backlog.', 'Study the market and the competition to be able to successfully identify growth areas and channels.', 'Define the product user experience scenarios, identify risks and provide the appropriate solutions.', 'Create different and numerous revenue streams.', 'Create concrete plans with risk mitigation, deliverables & milestones.', 'Work with the executive team to successfully raise a series A funding in 6 to 9 months.', 'Coordinate and work closely with the engineering & AI team to successfully migrate and integrate new features with the mob app.', 'Participate in the formulation of and follow-up on the training of junior and senior software engineers.', 'Participate in the recruitment of key software engineering personnel in the company.', 'Collaborate with system architects, business analysts and other stakeholders to design, develop, and maintain high-quality and user-friendly products.', 'Participate in the deployment plans of validated codes on different system platforms.', 'Provide near-accurate estimates for software development activities and ensure its suitability to strategic objectives of the product releases.', 'Interface with other teams and stakeholders to align the requirements with software plans.', 'Provide high-quality reports for senior engineers on both the work progress and development plans.']",https://wuzzuf.net/jobs/careers/Fab-Minds-Egypt-56056,https://images.wuzzuf-data.net/files/company_logo/Fab-Minds-Egypt-56056-1597155070.png
Senior Python Developer,FlairsTech,"Maadi, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/X1RY331ukvMk-Senior-Python-Developer-FlairsTech-Cairo-Egypt?o=36&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Software Developers with Python development and/or Networking Knowledge working on a support/maintenance type of environment.', 'Solid understanding of fundamental design patterns and principles required for building scalable applications composed of reusable componentry.', 'Key understanding of industry best practices with regard to the implementation of software security and data protection principles.', 'Experience with user authentication and authorization between multiple systems, servers, and environments.', 'Strong familiarity with SQL, relational DB schema design, and optimization to appropriately represent and support requisite business processes.', 'Integration with data storage solutions includes relational databases, key-value stores, and a variety of AWS-based services.', 'Significant experience and comfort with, at least, one Python web framework with a preference towards Django. Flask, Falcon, and other Python web framework experience are also highly valued.', 'Proficient experience with building Test-Driven Development.', 'Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.', 'Strong understanding of code versioning tools specifically Git and using Git Flow.', 'Fundamental experience using Python in the context of machine learning or artificial intelligence (AI) systems.']",https://wuzzuf.net/jobs/careers/Flairstech-Egypt-1631,https://images.wuzzuf-data.net/files/company_logo/Flairstech-Egypt-1631-1624875613.png
Senior Full Stack Instructor (PHP - Python),Confidential,"Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/iYqxXkiFejBm-Senior-Full-Stack-Instructor-PHP---Python-Cairo-Egypt?o=37&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['Supervise, educate\xa0and support students to help them accomplish learning benchmarks.', ""Consistently meets the department's KPI."", 'Communicates effectively, both verbally and written, with management, team members, and other departments.', 'Anticipates and resolves common problems.', 'Balances long and short-term goals by prioritizing activities.', 'Reviews training curriculum and actively participates in curriculum planning sessions for new product training.', 'Recommends and implements solutions when department issues arise.', 'Assign schedules for part time and full-time technical instructors and manage their budgets.', 'Daily track team technical performance by updating and reviewing timesheets.', 'Continuously developing technical training courses based on the market need.', 'Work with the talent acquisition team to hire qualified technical instructors.', 'Train new technical staff.', 'Understand AMIT’s policies and rules and apply them\xa0on instructors and students.', 'Create new ways to increase customer satisfaction.', 'Daily track customer feedback, requests and work on achieving SLA.', 'Increase technical knowledge for the sales team and prepare technical proposals.', 'Work with the marketing department to determine product-market fit and maximize marketing efficiency.', 'Work to succeed in any software development projects or outsourcing deals.', 'Continuously get technical feedback (oral, onsite) from all AMIT branches inside and outside Cairo.']","Link not found, the company prefer to keep its name hidden!!","Logo not found, the company prefer to keep its name hidden!!"
Application Support Engineer -Technical Support,eBSEG,"Maadi, Cairo, Egypt",['Full Time'],https://wuzzuf.net/jobs/p/WFaoyAkdHXob-Application-Support-Engineer--Technical-Support-eBSEG-Cairo-Egypt?o=38&l=sp&t=sj&a=machine learning jobs|search-v3|navbl,"['You will be responsible for providing application deployment and remote and/or onsite technical support for clients who have critical response time requirements for their business systems.', 'You will work independently and as part of a team to urgently analyze technical issues, troubleshoot over the Email/Phone or via remote access or on site, and escalate problems when appropriate.', 'Provide 1st & eventually 2nd level (after good training on company products) support for production issues across multiple applications, including problem identification, definition and implementation of short-term work around and coordination of long term software solution with business analysis and development team.', 'Setup, configure and maintain monitoring for the deployed systemsMaintain the company knowledge base related to deployment of new applications and resolutions for known issues', 'Write administration/installation and configuration and other guides for the applications and train client staff on delivered systems', 'Install and configure clients’ environments on request - onsite or offsite (In Egypt and Outside Egypt)', 'Perform advances investigation of issues including source code investigation and network troubleshooting;', 'Review Security Penetration Points of developed/delivered Systems', 'Review Deployment against best practice check lists', 'Monitor trouble management system to ensure all reported production issues are addressed according to published service level agreement.', 'Diagnose and resolve day-to-day live system issues in timely manner based on their severity.Clear understanding of software development life-cycle methodologies and documentation standards', 'Maintain ongoing communication with end-users, business analysts, QA team, and development team on reported issues', 'Coordinate, Review and respond to system audit alerts in a timely manner', 'Ability to write, modify, and execute SQL queries for SQL Server', ""Configuration of local machines to clone client's production environment for troubleshooting reported issues"", 'Effectively record and monitor progress of all issues raised, providing feedback to the business users as required', 'Liaise with other support/development teams to resolve cross system issues', 'Maintain application support documentation', 'Test configuration changes in a test environment prior to pushing into production', 'Design and support application reports', 'Maintain confidentiality with regard to the information being processed, stored or accessed', 'Perform Stress Testing on Web Applications', 'Provide evening and weekend support in response to needs of the applications being supported if necessary', 'Read and recognize the function of SQL queries to perform troubleshooting related to application changes and releases']",https://wuzzuf.net/jobs/careers/eBSEG-Egypt-10608,https://images.wuzzuf-data.net/files/company_logo/eBSEG-Egypt-10608.jpg
